location_id,grid_reference,altitude,slope,discharge_category,dist_from_source,chemistry_site,boulders_cobbles,pebbles_gravel,sand,silt_clay,mean_depth,river_width,total,alkalinity,alk_samples,predictor_source,date,original_grid_reference
188,NT 27277 64836,NA,NA,NA,NA,188,60,32,6,2,10,3.9,100,316.5517241,29,sampling_point,2019-01-09,NT 27277 64836
306,NT 23414 86473,NA,NA,NA,NA,306,50,30,10,10,6,0.8,100,730.7021277,94,sampling_point,2019-01-09,NT 23414 86473
318,NS 91803 79181,49,14.3,2,9.7,318,42.5,50,7.5,0,14.5,5.85,100,172.8571429,21,sampling_point,2019-01-09,NS 91803 79181
320,NS 92633 79950,66,16.7,2,11.3,4749,30.33333333,58.66666667,9.75,1.5,16.75,2.341666667,100.25,145.2596154,52,sampling_point,2019-01-09,NS 92633 79950
331,NS 85823 73718,114,6.3,2,11.5,331,25.5,45.75,20,8.75,42.5,5.4,100,143.1416667,144,sampling_point,2019-01-09,NS 85823 73718
335,NS 92784 72703,112,5.9,4,21.2,335,65.71428571,29.42857143,4,0.857142857,24.14285714,9.957142857,100,125.854717,265,sampling_point,2019-01-09,NS 92784 72703
338,NS 96389 75354,170,12.5,5,28.1,338,66.25,28.75,3.25,1.75,24,15.875,100,122.4461538,117,sampling_point,2019-01-09,NS 96389 75354
340,NS 97650 78398,24,4.3,6,34.3,3802,65,32,1.25,1.75,20.5,16.75,100,111.7707763,219,sampling_point,2019-01-09,NS 97650 78398
345,NS 91233 72121,73,8.3,2,6.9,345,80.53333333,16.2,2.666666667,0.6,21.2,5.606666667,100,60.65780347,173,sampling_point,2019-01-09,NS 91233 72121
349,NS 96944 76569,49,14.3,2,6.7,349,60,35,2.5,2.5,14,4.1,100,148.3164384,146,sampling_point,2019-01-09,NS 96944 76569
350,NS 98888 78014,110,16.7,1,5.2,350,45,44.33333333,10.16666667,0.5,16.75,2.825,100,110.0181818,55,sampling_point,2019-01-09,NS 98888 78014
353,NS 98759 67763,83,4,1,1,353,30,57.5,5,7.5,24.5,1.6,100,115.3823529,34,sampling_point,2019-01-09,NS 98759 67763
360,NS 95606 76978,NA,NA,NA,NA,360,75,17.5,5,2.5,7,1.7,100,235,1,sampling_point,2019-01-09,NS 95606 76978
371,NS 97799 67598,135,5.8,1,4.1,1312,1.666666667,15,23.33333333,60,27,1,100,111.5926829,287,sampling_point,2019-01-09,NS 97799 67598
396,NS 92234 58783,157,2.3,2,5.4,396,66.25,26.75,5.75,1.25,24.5,2.825,100,22.4537415,147,sampling_point,2019-01-09,NS 92234 58783
399,NS 99116 62912,NA,NA,NA,NA,399,52.5,41,0,6.5,15.5,14,100,68.92866667,150,sampling_point,2019-01-09,NS 99116 62912
407,NT 12679 68220,50,5.6,2,8.2,407,39.5,45.5,8.75,6.25,18.25,3.875,100,143.8068966,58,sampling_point,2019-01-09,NT 12679 68220
409,NT 14693 69075,37,12.5,2,10.7,409,46.17647059,41.82352941,9.882352941,2.117647059,14.11764706,4.323529412,100,130.1411111,180,sampling_point,2019-01-09,NT 14693 69075
414,NS 90691 64936,69,10,1,4.8,414,23.91666667,49.25,4.75,22.08333333,18.66666667,2.146666667,100,104.9109635,301,sampling_point,2019-01-09,NS 90691 64936
433,NS 90910 64252,NA,NA,NA,NA,433,10,60,30,0,33,1.5,100,27.33333333,3,sampling_point,2019-01-09,NS 90910 64252
437,NT 03715 70863,66,20,1,2.8,437,33.5,52.7,6.5,7.3,13.1,2,100,127.060274,73,sampling_point,2019-01-09,NT 03715 70863
446,NT 10194 72392,NA,NA,NA,NA,446,50,37.5,10,2.5,18,4.6,100,242.2285714,35,sampling_point,2019-01-09,NT 10194 72392
447,NT 10421 72458,NA,NA,NA,NA,447,70,20,7.5,2.5,32,5.9,100,236.526087,253,sampling_point,2019-01-09,NT 10421 72458
449,NT 11788 73408,110,7.1,2,14.9,447,43.08333333,47.16666667,8.083333333,1.5,21,4.3875,99.83333333,236.526087,253,sampling_point,2019-01-09,NT 11788 73408
451,NS 87933 62227,112,7.7,1,3.1,450,40,49.5,8,2.5,13.5,0.75,100,122.5518072,166,sampling_point,2019-01-09,NS 87933 62227
456,NS 98549 65315,80,33.3,3,16.3,456,60.96153846,31.69230769,5.038461538,2.307692308,22.03846154,5.673076923,100,121.6404762,126,sampling_point,2019-01-09,NS 98549 65315
457,NT 00990 65767,54,11.1,4,19.6,457,48.875,43.29166667,6.375,1.458333333,18.20833333,8.225,100,97.14240196,408,sampling_point,2019-01-09,NT 00990 65767
462,NT 10780 71516,100,16.7,5,34.1,462,62.47826087,34.08695652,2.652173913,0.782608696,25.34782609,21.6173913,100,86.29497041,338,sampling_point,2019-01-09,NT 10780 71516
465,NT 12607 74256,30,2.9,5,38.4,467,59.16666667,36.41666667,3.083333333,1.333333333,24.25,18.83333333,100,114.6431002,529,sampling_point,2019-01-09,NT 12607 74256
466,NT 14377 74135,68,7.1,5,40.9,466,49.75,33.75,6.416666667,10.08333333,34,11.2875,100,111.8772846,383,sampling_point,2019-01-09,NT 14377 74135
471,NS 93409 65741,197,16.7,1,7.7,471,12.68421053,38.94736842,32.31578947,16.05263158,28,3,100,147.4494382,356,sampling_point,2019-01-09,NS 93409 65741
474,NT 00431 65075,40,11.1,1,9,474,54.22222222,38.55555556,5.666666667,1.555555556,14.72222222,2.838888889,100,50.1143695,341,sampling_point,2019-01-09,NT 00431 65075
502,NS 91536 57280,249,16.6,1,3.5,502,42.76,27.44,13.4,14,13.12,4.324,97.6,34.92244755,143,sampling_point,2019-01-09,NS 91536 57280
524,NS 99354 65146,NA,NA,NA,NA,524,65,32.22222222,2.777777778,0,22.88888889,7.466666667,100,189,2,sampling_point,2019-01-09,NS 99354 65146
529,NT 08996 86954,50,16.7,1,5.7,529,38,52.6,6.8,2.6,7.5,2.27,100,96.08388278,273,sampling_point,2019-01-09,NT 08996 86954
536,NT 26302 76102,4,2.62,4,38.07,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,rict_layer,2023-03-28,NT 26302 76102
545,NT 21404 71061,54,14.3,3,9.9,545,68,21,4.5,6.5,25,2.9,100,164.0254658,322,sampling_point,2019-01-09,NT 21404 71061
566,NT 16189 56139,282,9.1,2,4.7,566,40,52.25,7.5,0.25,18,3.05,100,59.9920354,113,sampling_point,2019-01-09,NT 16189 56139
572,NO 33258 04813,120,10,1,1.3,572,30,52.5,12.5,5,8,1.1,100,96.96181818,55,sampling_point,2019-01-09,NO 33258 04813
582,NT 32259 59616,130,10.9,2,15.8,582,64.66666667,28.8,6.333333333,0.2,27.33333333,9.973333333,100,67.02470588,170,sampling_point,2019-01-09,NT 32259 59616
583,NT 33041 62009,83,9.5,4,19.5,583,53.5,38.5,7.5,0.5,21.25,10.525,100,95.54178082,146,sampling_point,2019-01-09,NT 33041 62009
599,NT 31217 67820,67,16.7,2,5.1,599,26.25,44,16,13.75,6.75,1.525,100,144.5428571,28,sampling_point,2019-01-09,NT 31217 67820
613,NS 90841 64990,NA,NA,NA,NA,613,6.428571429,32.85714286,5,55.71428571,17,2.157142857,100,95.17521739,230,sampling_point,2019-01-09,NS 90841 64990
613,NS 90841 64990,170,7.86,1,5.21,613,6.428571429,32.85714286,5,55.71428571,17,2.157142857,100,95.17521739,230,rict_layer,2024-04-04,NS 90841 64990
645,NT 54055 77177,51,20,1,3.5,645,22.5,41.25,33,3.25,10.5,1.1,100,140.2309524,126,sampling_point,2019-01-09,NT 54055 77177
666,NT 53093 68784,96,14.3,2,13.1,666,52.1,37.85,8.65,1.4,16.3,7.25,100,90.16914894,94,sampling_point,2019-01-09,NT 53093 68784
668,NT 37869 61834,137,8.3,1,6.2,668,5.75,36.75,54.75,2.75,10.25,2.25,100,149.9167939,131,sampling_point,2019-01-09,NT 37869 61834
669,NT 39268 64991,107,12.5,2,9.9,669,18.33333333,56.25,10.83333333,14.58333333,13.41666667,3.575,100,191.4183857,223,sampling_point,2019-01-09,NT 39268 64991
670,NT 39928 67480,90,3.8,3,12.8,670,44.5,40.5,13,2,21,2.675,100,211.1,10,sampling_point,2019-01-09,NT 39928 67480
673,NT 51156 73277,43,1.5,5,29.1,673,26,61,12,1,24.5,9.45,100,141.6796117,103,sampling_point,2019-01-09,NT 51156 73277
680,NT 38401 63474,119,14.2,1,50.5,680,34,53,10.66666667,2.333333333,8.333333333,1.966666667,100,159.4851852,162,sampling_point,2019-01-09,NT 38401 63474
698,NO 47898 02225,NA,NA,NA,NA,698,5,45,30,20,23,2.8,100,134.3636364,11,sampling_point,2019-01-09,NO 47898 02225
833,NT 34929 57852,NA,NA,NA,NA,833,30,55,15,0,19,2,100,85,1,sampling_point,2019-01-09,NT 34929 57852
837,NS 85543 73643,169,9.1,3,11.1,837,28.75,53.75,12.5,5,26.5,8.3,100,138.54,85,sampling_point,2019-01-09,NS 85543 73643
853,NS 94035 72623,29,5.6,3,18.4,853,55.5862069,36.10344828,6.517241379,1.793103448,22.13793103,8.617241379,100,125.9680556,216,sampling_point,2019-01-09,NS 94035 72623
911,NT 24202 74029,36,33.3,4,32.7,911,65,26.5,3.5,5,26.5,15.35,100,81.81666667,12,sampling_point,2019-01-09,NT 24202 74029
981,NT 77196 72322,20,50,1,11.1,981,31,51,17.5,0.5,11,7.3,100,88.84285714,7,sampling_point,2019-01-09,NT 77196 72322
1020,NS 93389 65534,163,4.5,2,10.3,1020,51.66666667,25,8.333333333,15,20.33333333,4.8,100,50.01857585,323,sampling_point,2019-01-09,NS 93389 65534
1021,NS 96224 65669,45,1.1,3,13.3,1021,58.75,35,4.583333333,1.666666667,26.25,4.9,100,119.723822,382,sampling_point,2019-01-09,NS 96224 65669
1023,NT 14809 74378,20,5.26,3,22,4619,69.375,15,8.125,7.5,20.125,5.875,100,137.432093,215,sampling_point,2019-01-09,NT 14809 74378
1136,NS 91193 57889,227,7.7,1,0.5,1137,NA,NA,NA,NA,NA,NA,NA,22.63264706,102,sampling_point,2019-01-09,NS 91193 57889
1192,NT 23759 73815,NA,NA,NA,NA,1192,70,25,3,2,13,17,100,NA,NA,sampling_point,2019-01-09,NT 23759 73815
1225,NT 16680 73004,40,3.43,2,19.56,409,,,,,,,,,,rict_layer,2025-03-17,NT 16680 73004
1312,NS 94623 71470,110,6.6,2,9.3,1312,61.875,29,7.458333333,1.666666667,22.91666667,3.570833333,100,111.5926829,287,sampling_point,2019-01-09,NS 94623 71470
1367,NO 52060 03616,22,6.7,1,6.8,1367,11.25,61.25,22.5,5,10,3.35,100,159.2666667,15,sampling_point,2019-01-09,NO 52060 03616
1369,NO 61035 07896,38,10,2,4.3,1369,30,50,10,10,9,1.5,100,223.5,8,sampling_point,2019-01-09,NO 61035 07896
1372,NO 33765 00271,20,4.3,5,42.2,1372,60,32.5,5,2.5,26.5,12.1,100,142.1428571,7,sampling_point,2019-01-09,NO 33765 00271
1373,NO 47200 07199,NA,NA,NA,NA,1373,40,35,20,5,20,0.4,100,75,1,sampling_point,2019-01-09,NO 47200 07199
1374,NO 47414 07163,NA,NA,NA,NA,1374,50,25,20,5,18,0.5,100,96.4,10,sampling_point,2019-01-09,NO 47414 07163
1375,NO 48651 03629,NA,NA,NA,NA,1375,60,30,5,5,15,3.1,100,128,4,sampling_point,2019-01-09,NO 48651 03629
1382,NO 41058 02971,NA,NA,NA,NA,1382,30,60,8,2,13,2,100,114.875,12,sampling_point,2019-01-09,NO 41058 02971
1384,NO 38217 01675,14,15,2,5.6,1384,33.33333333,54.16666667,4.166666667,8.333333333,12.16666667,2.25,100,136.0821429,56,sampling_point,2019-01-09,NO 38217 01675
1388,NO 21907 01109,102,9.1,5,27.7,1388,23.75,50,26.25,0,42,10.525,100,72.636,25,sampling_point,2019-01-09,NO 21907 01109
1389,NO 24733 01060,93,9.1,5,30.7,1389,30.35294118,49.64705882,17.23529412,2.764705882,34.17647059,11.56470588,100,75.57293233,266,sampling_point,2019-01-09,NO 24733 01060
1391,NO 28523 01420,56,6.3,5,35.1,1389,35,40,17.5,7.5,36.25,9.575,100,75.57293233,266,sampling_point,2019-01-09,NO 28523 01420
1394,NO 32357 00519,33,4.1,5,40.1,1394,66.25,26.25,3.75,3.75,22,10.4,100,77.40358744,223,sampling_point,2019-01-09,NO 32357 00519
1395,NO 34745 00016,18,4.3,5,43.5,1395,50,36.25,7.5,6.25,25.5,15.25,100,112.7406114,229,sampling_point,2019-01-09,NO 34745 00016
1404,NO 26400 01713,80,20,2,10.8,1404,45,41.25,6.25,7.5,12.25,5.3,100,82.11827957,93,sampling_point,2019-01-09,NO 26400 01713
1407,NO 28658 02728,90,16.7,2,7,1407,35,50,10,5,4.5,2.25,100,79.38,30,sampling_point,2019-01-09,NO 28658 02728
1410,NO 34189 02948,80,20,3,4.7,1410,52,36,11,1,15.6,3.2,100,91.87142857,7,sampling_point,2019-01-09,NO 34189 02948
1412,NO 35012 00485,20,10,3,15.6,1412,45.55555556,43.5,7.555555556,3.388888889,14.5,4.388888889,100,107.4058824,170,sampling_point,2019-01-09,NO 35012 00485
1415,NT 20088 94885,69,2.2,3,13.7,1415,7.5,66.25,17.5,8.75,20,5.825,100,166.41417,247,sampling_point,2019-01-09,NT 20088 94885
1416,NT 21735 95456,65,3.3,4,15.7,1416,53.52941176,26.35294118,10.52941176,9.588235294,34.88235294,5.076470588,100,197.1694444,72,sampling_point,2019-01-09,NT 21735 95456
1417,NT 24368 96373,60,3.3,4,19.3,1417,51.25,35,6.25,7.5,25.75,6.2,100,216.2880734,109,sampling_point,2019-01-09,NT 24368 96373
1418,NT 29330 97080,47,2,4,25,1418,70,20,5,5,45,5.6,100,222.3816667,60,sampling_point,2019-01-09,NT 29330 97080
1423,NT 17999 95273,85,3.8,2,18.5,1423,68.88888889,25.37037037,4.333333333,1.407407407,20.74074074,4.135185185,100,139.1569231,65,sampling_point,2019-01-09,NT 17999 95273
1426,NT 21968 95288,66,10,1,12.9,1426,62.20689655,25.86206897,5.827586207,6.103448276,18.44827586,2.353448276,100,206.5087302,252,sampling_point,2019-01-09,NT 21968 95288
1433,NT 22038 98515,78,5.9,2,5.5,1433,52,23.6,6.2,18.2,29,2.84,100,73.79431818,176,sampling_point,2019-01-09,NT 22038 98515
1434,NT 24306 98337,NA,NA,NA,NA,1434,15,65,10,10,7,5,100,130.2204918,122,sampling_point,2019-01-09,NT 24306 98337
1435,NT 28959 98171,48,2.5,2,12.8,1435,33.95454545,44.22727273,14.40909091,7.409090909,24.45454545,4.747727273,100,134.4649007,302,sampling_point,2019-01-09,NT 28959 98171
1441,NT 12851 98673,120,2,2,12.1,1441,27,58.33333333,11.77777778,2.888888889,18.11111111,4.333333333,100,58.71694915,177,sampling_point,2019-01-09,NT 12851 98673
1442,NO 05180 02970,160,10,2,2.5,1442,52.5,42.5,4,1,16.5,4.75,100,43.83571429,14,sampling_point,2019-01-09,NO 05180 02970
1444,NO 11809 01570,110,5.6,3,16.2,1444,13.75,76.25,8.75,1.25,19.25,4.875,100,60.22678947,190,sampling_point,2019-01-09,NO 11809 01570
1445,NO 12185 01583,105,5.6,3,16.5,1445,13.69565217,69.86956522,13.60869565,2.826086957,15.73913043,7.160869565,100,64.65107034,327,sampling_point,2019-01-09,NO 12185 01583
1446,NO 05145 02888,160,10,1,10.2,1446,50,42.5,5,2.5,11,2.5,100,50.37857143,14,sampling_point,2019-01-09,NO 05145 02888
1449,NO 08075 04621,137,10,2,7.2,1449,NA,NA,NA,NA,NA,NA,NA,53.12307692,13,sampling_point,2019-01-09,NO 08075 04621
1451,NN 78139 01776,65,12.5,1,3.6,1451,33.33333333,43.33333333,20,3.333333333,9.666666667,1.733333333,100,114.74,5,sampling_point,2019-01-09,NN 78139 01776
1461,NT 28625 92223,6,51.75,1,6.09,,,,,,,,,,,rict_layer,2025-03-17,NT 28625 92223
1464,NT 23962 90539,47,8,1,5.4,1464,7.5,38.75,2.5,51.25,28.25,1.8,100,176.6477778,90,sampling_point,2019-01-09,NT 23962 90539
1466,NT 27831 90204,6,6.3,2,11.5,1466,65.77777778,26.61111111,5.555555556,2.055555556,22.44444444,3.238888889,100,162.9669643,224,sampling_point,2019-01-09,NT 27831 90204
1467,NT 21586 91013,94,76.92,2,4.1,3514,70,25,0,5,14.25,1.925,100,149.1041379,145,sampling_point,2019-01-09,NT 21586 91013
1468,NT 26675 90525,13,6.3,2,10.2,1468,45,35,10,10,23,3.4,100,164.3913043,23,sampling_point,2019-01-09,NT 26675 90525
1470,NT 19453 85286,7,30,2,3.8,1470,70.78947368,20.89473684,6.052631579,2.263157895,14.05263158,5.452631579,100,149.742,100,sampling_point,2019-01-09,NT 19453 85286
1478,NT 14564 85571,65,25,2,6.6,1478,55,31.36363636,8.272727273,5.363636364,10.72727273,3.9,100,115.3179487,39,sampling_point,2019-01-09,NT 14564 85571
1479,NT 14511 84376,15,8.3,2,8.3,1479,44.70588235,40.85294118,8.794117647,5.647058824,20.70588235,3.597058824,100,239.6692623,244,sampling_point,2019-01-09,NT 14511 84376
1483,NT 13134 83699,NA,NA,NA,NA,1483,3,5,80,12,36,2.2,100,158.5084746,177,sampling_point,2019-01-09,NT 13134 83699
1488,NT 06297 84593,15,10,2,13.7,1488,47.2,39,11.33333333,2.466666667,20.8,6.713333333,100,250.9273438,256,sampling_point,2019-01-09,NT 06297 84593
1499,NT 03411 91125,110,12.5,1,4,1499,31.10526316,58.68421053,8,2.210526316,10.15789474,1.842105263,100,109.4090909,264,sampling_point,2019-01-09,NT 03411 91125
1503,NS 97530 90071,35,2.8,2,19.5,1503,20,46.33333333,30,3.666666667,12.5,5.916666667,100,93.36086957,115,sampling_point,2019-01-09,NS 97530 90071
1505,NS 99995 87724,20,5,3,23.2,1505,22.05555556,63.05555556,11.83333333,3.055555556,14.16666667,6.694444444,100,129.6905263,95,sampling_point,2019-01-09,NS 99995 87724
1506,NT 18089 95125,79,5,2,18.7,1506,60,25,10,5,18.5,4.1,100,162.5078431,51,sampling_point,2019-01-09,NT 18089 95125
1508,NT 00034 88674,30,6.7,1,8.2,1508,28.22222222,59.16666667,11.05555556,1.444444444,10.66666667,5.888888889,99.88888889,128.2328502,207,sampling_point,2019-01-09,NT 00034 88674
1512,NS 98798 93803,76,6.1,1,13.3,1512,42.88461538,43.61538462,12.23076923,1.269230769,12.26923077,5.4,100,71.73389262,298,sampling_point,2019-01-09,NS 98798 93803
1515,NS 90820 92276,10,2.1,3,21.6,1515,49.58064516,40.4516129,8.387096774,1.580645161,15.41935484,6.416129032,100,112.6228365,416,sampling_point,2019-01-09,NS 90820 92276
1517,NS 98505 94306,70,1.3,1,6.4,1517,14.7,69.05,13.5,2.75,8.05,3.19,100,108.3361204,299,sampling_point,2019-01-09,NS 98505 94306
1518,NS 98110 95808,75,5,1,4.4,1518,18.95833333,60.25,15.625,5.166666667,8.458333333,2.927083333,100,46.23974359,78,sampling_point,2019-01-09,NS 98110 95808
1534,NS 95998 96994,40,13,5,31.1,1534,42.5,48.75,8.75,0,28.25,12.5,100,47.3952381,21,sampling_point,2019-01-09,NS 95998 96994
1540,NS 85695 95940,10,0.5,5,45,1540,46.73333333,38.53333333,12.36666667,2.366666667,32.06666667,12.93333333,100,61.18715953,257,sampling_point,2019-01-09,NS 85695 95940
1552,NN 89000 09538,110,7.7,4,4.9,1552,58.25,34.25,7.5,0,21.5,8,100,74.59545455,242,sampling_point,2019-01-09,NN 89000 09538
1556,NN 78336 03538,85,21.7,5,23.4,1557,75,16.66666667,10,0,31.33333333,20,101.6666667,61.52713568,199,sampling_point,2019-01-09,NN 78336 03538
1558,NN 78176 00095,45,5.6,6,28.7,1558,65,16.66666667,18.33333333,0,42.66666667,21,100,61.39196429,112,sampling_point,2019-01-09,NN 78176 00095
1565,NN 83393 07864,100,20,1,5.4,1565,31.25,55,13,0.75,11,2.625,100,66.82307692,13,sampling_point,2019-01-09,NN 83393 07864
1571,NN 64700 04885,53,5.5,7,47,1571,23.33333333,36.66666667,40,0,48,36,100,13.99150943,106,sampling_point,2019-01-09,NN 64700 04885
1573,NN 71510 01742,NA,NA,NA,NA,1573,72.5,24,3.5,0,29,35,100,11.25,12,sampling_point,2019-01-09,NN 71510 01742
1574,NN 72121 01251,15,3.9,8,55.8,1574,63.03846154,31.53846154,5.230769231,0.192307692,29.69230769,34.84615385,100,12.95182058,379,sampling_point,2019-01-09,NN 72121 01251
1576,NN 60520 07166,75,7.7,6,32,5739,58.6875,33.5,7.8125,0,30.5625,20.5625,100,6.085757576,198,sampling_point,2019-01-09,NN 60520 07166
1577,NN 61910 07506,70,2.4,6,33.6,1577,38.75,48.75,12,0.5,48.25,17,100,8.825,16,sampling_point,2019-01-09,NN 61910 07506
1580,NN 72935 00824,15,10,4,18.5,1580,54.16666667,35.66666667,8.833333333,1.333333333,17.83333333,11.33333333,100,51.5,53,sampling_point,2019-01-09,NN 72935 00824
1582,NS 53185 98695,15,0.9,5,31.5,1582,47.29166667,39.83333333,12.70833333,0.166666667,23.91666667,17.10869565,100,6.052839465,299,sampling_point,2019-01-09,NS 53185 98695
1583,NS 59898 97303,10,0.1,6,43.5,1583,25,57,14,4,42.4,29.4,100,17.23636364,22,sampling_point,2019-01-09,NS 59898 97303
1584,NS 66858 96011,8,0.1,7,55,1584,25.88235294,35.94117647,29.88235294,8.294117647,36.17647059,16.41176471,100,21.34355769,208,sampling_point,2019-01-09,NS 66858 96011
1591,NS 59503 99569,20,0.8,3,6.5,1590,42.5,47.5,8.25,1.75,22.75,4.7,100,22.34113111,389,sampling_point,2019-01-09,NS 59503 99569
1592,NS 68324 97692,10,0.2,3,17.5,3235,41.64705882,40.94117647,13,4.117647059,24.58823529,4.158823529,99.70588235,41.53723404,94,sampling_point,2019-01-09,NS 68324 97692
1593,NS 75620 88083,180,27.3,1,4.9,1593,53.75,36.25,10,0,13.75,3.4375,100,34.38666667,15,sampling_point,2019-01-09,NS 75620 88083
1596,NS 80138 89702,40,6.5,3,12.4,3304,40,51.25,8.5,0.25,17.25,8.5,100,40.13026316,76,sampling_point,2019-01-09,NS 80138 89702
1604,NS 90334 86733,26,7.7,2,12.4,1604,31.11111111,46.61111111,18,4.277777778,19,4.022222222,100,105.0979167,240,sampling_point,2019-01-09,NS 90334 86733
1613,NS 85016 82064,NA,NA,NA,NA,1613,13.83333333,65,15.83333333,5.333333333,51,9.683333333,100,49.61020408,245,sampling_point,2019-01-09,NS 85016 82064
1613,NS 85016 82064,13,3.62,6,30.17,1613,13.83333333,65,15.83333333,5.333333333,51,9.683333333,100,49.61020408,245,rict_layer,2024-04-04,NS 85016 82064
1615,NS 88200 82400,8,9.1,5,33.9,1615,57.06896552,35.06896552,5.586206897,2.275862069,22.55172414,22.31034483,100,56.86410714,560,sampling_point,2019-01-09,NS 88200 82400
1621,NS 79102 78917,152,25,3,9.8,1622,53.23076923,40,5.923076923,0.846153846,21.30769231,6.223076923,100,72.55799373,319,sampling_point,2019-01-09,NS 79102 78917
1626,NS 84195 81315,97,10,4,16.8,1626,49.27272727,42.75757576,6.909090909,1.363636364,24.03030303,7.142424242,100.3030303,77.86057906,449,sampling_point,2019-01-09,NS 84195 81315
1634,NS 78133 77099,45,19.2,1,6.7,1635,59.16666667,33.33333333,6.666666667,0.833333333,17,4.766666667,100,77.51840625,320,sampling_point,2019-01-09,NS 78133 77099
1635,NS 78794 78013,39,16.7,3,8.1,1635,61.53846154,33.46153846,4.384615385,0.615384615,19.53846154,6,100,77.51840625,320,sampling_point,2019-01-09,NS 78794 78013
1637,NS 77558 76119,148,10,1,2.2,1637,51.25,39,6.25,3.5,11,3.025,100,78.71428571,49,sampling_point,2019-01-09,NS 77558 76119
1637,NS 77557 76110,148,10,1,2.2,1637,51.25,39,6.25,3.5,11,3.025,100,78.71428571,49,sampling_point,2024-10-05,NS 77557 76110
1647,NS 81098 83494,35,8.3,2,2.3,1647,71.25,23.75,5,0,24,4.9625,100,55.31317829,258,sampling_point,2019-01-09,NS 81098 83494
1970,NN 94521 04554,255,10,2,9.3,1970,NA,NA,NA,NA,NA,NA,NA,28.21190476,84,sampling_point,2019-01-09,NN 94521 04554
1992,NS 91562 92205,15,6.2,1,2.8,1992,31.875,58.125,8.25,1.75,7.125,1.375,100,96.30909091,11,sampling_point,2019-01-09,NS 91562 92205
2010,NS 83108 89585,25,16.7,1,0.8,2010,20,66.25,12,1.75,9.25,0.9375,100,122.4116279,43,sampling_point,2019-01-09,NS 83108 89585
2083,NT 32965 99649,30,4.3,4,30.7,2083,72.25,19.25,4.9375,3.5625,33,7.9875,100,183.9956,250,sampling_point,2019-01-09,NT 32965 99649
2100,NT 17374 99012,NA,NA,NA,NA,2100,10,30,50,10,5,0.6,100,218,4,sampling_point,2019-01-09,NT 17374 99012
2107,NT 07415 92418,190,40,1,3.6,2107,40,50,0,10,11.25,3.075,100,63.42297297,74,sampling_point,2019-01-09,NT 07415 92418
2193,NS 80391 85853,65,7.7,1,7.8,2193,41.25,47,10.5,1.25,28.5,2.2625,100,56.58571429,7,sampling_point,2019-01-09,NS 80391 85853
2202,NN 94987 04983,250,10,2,9.7,3436,58.51724138,35.79310345,5.034482759,0.655172414,20.5862069,6.389655172,100,34.27894737,133,sampling_point,2019-01-09,NN 94987 04983
2239,NS 83164 81910,19,1.6,5,25.6,1611,68.70588235,27.35294118,3.235294118,0.705882353,26.52941176,13.05882353,100,35.232,425,sampling_point,2019-01-09,NS 83164 81910
2252,NT 03006 60505,NA,NA,NA,NA,2252,30,50,20,0,14,2.5,100,80.8125,16,sampling_point,2019-01-09,NT 03006 60505
2255,NT 05073 63837,170,14.3,1,9.7,2255,51.36363636,41.27272727,6.227272727,1.136363636,16.5,5.140909091,100,78.91257862,159,sampling_point,2019-01-09,NT 05073 63837
2258,NT 07612 67493,113,20,2,14.9,2258,53.11111111,38.55555556,6.333333333,2,15.33333333,6.594444444,100,78.03468635,271,sampling_point,2019-01-09,NT 07612 67493
2283,NS 78406 88567,75,8.3,1,8.4,2283,20,50,23.33333333,6.666666667,23.33333333,2.566666667,100,33.79934211,152,sampling_point,2019-01-09,NS 78406 88567
2320,NT 24181 57158,NA,NA,NA,NA,2320,60,40,0,0,15,2,100,NA,NA,sampling_point,2019-01-09,NT 24181 57158
2392,NS 96809 67517,141,6.7,1,1.9,2392,43.75,37.5,7.5,11.25,14.5,1.4,100,156.7777778,45,sampling_point,2019-01-09,NS 96809 67517
2393,NT 07807 68196,NA,NA,NA,NA,2393,76.875,19.375,0.375,3.375,36.5,19.875,100,85.23333333,33,sampling_point,2019-01-09,NT 07807 68196
2393,NJ 14424 35858,82,4.21,5,29.85,2393,76.875,19.375,0.375,3.375,36.5,19.875,100,85.23333333,33,rict_layer,2023-03-28,NJ 14424 35858
2393,NT 07807 68196,82,4.21,5,29.85,2393,76.875,19.375,0.375,3.375,36.5,19.875,100,85.23333333,33,rict_layer,2024-10-05,NT 07807 68196
2405,NS 61339 96106,10,0.1,2,5,2405,12.5,15,50,22.5,14,3.75,100,68.9,8,sampling_point,2019-01-09,NS 61339 96106
2408,NT 08988 91568,149,8,1,1.3,2408,14.16666667,71.16666667,3.333333333,11.33333333,11.5,2.7,100,100.7777778,9,sampling_point,2019-01-09,NT 08988 91568
2428,NS 79669 87314,NA,NA,NA,NA,2428,10,70,18,2,24,3.5,100,5,1,sampling_point,2019-01-09,NS 79669 87314
2437,NS 77869 83336,190,33.3,2,3.6,2437,55,39.16666667,5.833333333,0,17.33333333,1.8,100,32.73529412,17,sampling_point,2019-01-09,NS 77869 83336
2552,NT 30444 62315,119,16.9,1,6.48,4367,NA,NA,NA,NA,NA,NA,NA,NA,NA,rict_layer,2023-09-05,NT 30444 62315
2566,NS 94913 97595,20,2.2,5,33.4,2566,27.5,65.5,7,0,16.5,15.25,100,48.03015873,126,sampling_point,2019-01-09,NS 94913 97595
